sale_id,drug_id,hospital_id,sale_date,units_sold,revenue
S027062,D0051,H067,2024-04-18,257,17275.54
S027063,D0045,H080,2023-10-05,260,69648.8
S027064,D0027,H020,2025-10-22,760,221768.0
S027065,D0032,H068,2023-10-06,162,35463.42
S027066,D0061,H001,2025-05-19,184,70941.2
S027067,D0042,H037,2024-09-30,113,33915.82
S027068,D0028,H037,2025-10-14,966,418432.56
S027069,D0006,H030,2025-09-04,294,116900.28
S027070,D0080,H008,2023-11-15,574,91994.98
S027071,D0087,H064,2023-04-14,316,20483.12
S027072,D0118,H094,2024-06-07,39,18996.9
S027073,D0016,H085,2024-11-03,656,29795.52
S027074,D0044,H062,2023-04-10,408,179609.76
S027075,D0087,H073,2025-05-22,673,43623.86
S027076,D0101,H010,2024-09-19,21,7884.66
S027077,D0100,H042,2023-05-11,370,177278.1
S027078,D0058,H047,2025-03-25,590,279500.7
S027079,D0110,H093,2024-04-24,259,82180.7
S027080,D0110,H082,2025-06-18,276,87574.8
S027081,D0020,H017,2024-08-23,316,57572.04
S027082,D0070,H036,2023-12-07,418,115451.6
S027083,D0019,H043,2024-02-02,904,267276.64
S027084,D0074,H062,2025-01-01,418,147407.7
S027085,D0109,H024,2024-08-23,241,80457.85
S027086,D0034,H038,2023-09-06,18,1327.68
S027087,D0055,H072,2025-08-04,532,10709.16
S027088,D0103,H071,2025-03-05,480,46656.0
S027089,D0075,H045,2024-04-24,399,170484.72
S027090,D0066,H045,2023-12-13,792,385030.8
S027091,D0103,H070,2025-01-04,428,41601.6
S027092,D0077,H008,2024-02-13,116,49462.4
S027093,D0006,H070,2023-08-30,428,170181.36
S027094,D0091,H001,2025-03-11,434,52865.54
S027095,D0096,H033,2024-10-26,29,13092.05
S027096,D0014,H030,2025-12-05,496,78799.52
S027097,D0025,H099,2025-12-08,971,9710.0
S027098,D0064,H066,2023-04-15,341,146411.76
S027099,D0013,H031,2024-10-07,200,64224.0
S027100,D0029,H035,2023-04-04,523,151099.93
S027101,D0016,H092,2024-10-08,681,30931.02
S027102,D0067,H035,2025-09-01,377,60335.08
S027103,D0049,H049,2025-04-29,708,182048.04
S027104,D0089,H004,2025-07-27,120,16591.2
S027105,D0001,H097,2025-01-26,684,253401.48
S027106,D0003,H062,2024-08-03,289,72342.48
S027107,D0071,H078,2025-07-02,807,53972.16
S027108,D0113,H078,2025-09-08,975,106723.5
S027109,D0020,H097,2025-03-25,55,10020.45
S027110,D0005,H093,2025-01-23,653,175565.58
S027111,D0014,H018,2023-04-02,443,70379.41
S027112,D0024,H068,2023-08-08,861,308849.31
S027113,D0038,H088,2025-01-05,636,204601.2
S027114,D0034,H017,2024-10-21,76,5605.76
S027115,D0005,H012,2025-12-28,445,119642.7
S027116,D0002,H012,2024-08-12,770,318941.7
S027117,D0049,H098,2023-10-13,372,95652.36
S027118,D0015,H025,2023-04-07,930,246812.7
S027119,D0076,H004,2024-04-24,170,75282.8
S027120,D0004,H025,2024-07-14,443,94190.66
S027121,D0076,H048,2023-05-24,268,118681.12
S027122,D0086,H057,2025-12-08,517,240084.46
S027123,D0005,H057,2023-12-07,35,9410.1
S027124,D0090,H059,2023-01-24,543,125747.94
S027125,D0045,H014,2024-12-31,305,81703.4
S027126,D0097,H058,2023-10-22,746,265270.14
S027127,D0027,H073,2023-06-26,731,213305.8
S027128,D0086,H069,2023-12-08,227,105414.26
S027129,D0050,H068,2025-12-04,794,178387.98
S027130,D0043,H036,2024-06-21,517,5170.0
S027131,D0075,H061,2024-12-06,837,357633.36
S027132,D0045,H018,2024-07-14,241,64559.08
S027133,D0070,H078,2025-09-03,176,48611.2
S027134,D0115,H091,2023-05-01,934,73010.78
S027135,D0050,H099,2024-07-30,851,191194.17
S027136,D0005,H019,2024-12-15,908,244124.88
S027137,D0012,H035,2025-05-15,659,184282.76
S027138,D0053,H093,2023-11-17,118,36098.56
S027139,D0068,H082,2024-07-06,803,69820.85
S027140,D0036,H087,2024-11-02,992,413386.24
S027141,D0060,H045,2024-07-01,153,76437.27
S027142,D0010,H085,2024-11-19,275,94828.25
S027143,D0030,H070,2023-06-03,696,327955.2
S027144,D0059,H054,2025-10-19,944,203007.2
S027145,D0113,H003,2023-07-29,39,4268.94
S027146,D0021,H011,2025-03-15,41,13803.06
S027147,D0083,H041,2023-05-26,168,4772.88
S027148,D0075,H013,2024-12-30,968,413607.04
S027149,D0064,H074,2024-12-23,584,250746.24
S027150,D0030,H009,2023-09-07,812,382614.4
S027151,D0090,H033,2024-12-17,96,22231.68
S027152,D0042,H058,2025-12-28,442,132661.88
S027153,D0109,H055,2024-08-06,180,60093.0
S027154,D0017,H082,2025-06-24,442,155756.38
S027155,D0063,H016,2025-02-11,291,79114.17
S027156,D0120,H029,2023-06-09,845,254759.05
S027157,D0007,H015,2023-08-30,997,293127.97
S027158,D0029,H099,2023-05-09,43,12423.13
S027159,D0080,H007,2023-06-07,457,73243.39
S027160,D0036,H076,2024-10-08,188,78343.36
S027161,D0083,H072,2025-07-24,437,12415.17
S027162,D0036,H097,2024-03-27,48,20002.56
S027163,D0021,H089,2023-10-28,263,88541.58
S027164,D0063,H083,2024-05-09,464,126147.68
S027165,D0008,H004,2023-10-30,69,28879.95
S027166,D0020,H093,2023-04-07,429,78159.51
S027167,D0012,H019,2024-11-01,594,166106.16
S027168,D0060,H029,2023-10-14,936,467616.24
S027169,D0073,H090,2025-04-12,597,193565.31
S027170,D0032,H079,2023-09-20,824,180381.84
S027171,D0062,H057,2023-09-14,362,93258.44
S027172,D0001,H010,2025-01-16,715,264886.05
S027173,D0020,H059,2025-06-01,347,63219.93
S027174,D0076,H084,2023-05-26,456,201935.04
S027175,D0029,H030,2025-11-08,829,239506.39
S027176,D0110,H059,2025-08-30,90,28557.0
S027177,D0037,H080,2025-05-26,808,20781.76
S027178,D0007,H049,2025-02-22,847,249026.47
S027179,D0010,H079,2024-02-22,367,126552.61
S027180,D0093,H091,2025-08-24,330,85757.1
S027181,D0098,H095,2024-05-12,924,211549.8
S027182,D0014,H043,2023-01-01,204,32409.48
S027183,D0102,H021,2024-09-11,932,333404.36
S027184,D0096,H080,2023-06-24,81,36567.45
S027185,D0070,H038,2025-01-01,407,112413.4
S027186,D0112,H072,2025-09-15,707,345758.35
S027187,D0026,H086,2024-12-12,333,33396.57
S027188,D0096,H065,2025-11-10,774,349422.3
S027189,D0092,H049,2025-10-14,941,213211.78
S027190,D0008,H066,2025-08-16,397,166164.35
S027191,D0068,H027,2024-09-12,952,82776.4
S027192,D0004,H048,2025-04-06,866,184128.92
S027193,D0017,H062,2023-11-26,491,173023.49
S027194,D0098,H034,2023-12-01,811,185678.45
S027195,D0080,H038,2024-12-31,108,17309.16
S027196,D0031,H017,2024-12-09,152,56095.6
S027197,D0047,H095,2025-01-22,851,146440.08
S027198,D0111,H057,2023-07-09,312,121364.88
S027199,D0022,H017,2023-12-18,753,281185.26
S027200,D0028,H090,2023-11-13,444,192323.04
S027201,D0096,H051,2025-06-28,529,238817.05
S027202,D0047,H073,2024-03-16,710,122176.8
S027203,D0013,H051,2023-01-28,281,90234.72
S027204,D0014,H051,2025-12-08,873,138693.51
S027205,D0054,H022,2023-01-17,645,207051.45
S027206,D0006,H094,2025-10-17,767,304974.54
S027207,D0075,H098,2023-10-12,87,37173.36
S027208,D0115,H061,2023-01-02,143,11178.31
S027209,D0003,H074,2025-03-29,530,132669.6
S027210,D0078,H019,2024-10-11,655,243967.85
S027211,D0019,H019,2023-10-09,12,3547.92
S027212,D0010,H018,2024-08-19,535,184484.05
S027213,D0031,H040,2025-07-17,634,233977.7
S027214,D0047,H096,2025-04-03,561,96536.88
S027215,D0120,H058,2023-04-20,384,115772.16
S027216,D0089,H087,2025-12-28,599,82817.74
S027217,D0056,H029,2025-02-11,446,8656.86
S027218,D0041,H015,2023-02-09,368,74549.44
S027219,D0003,H054,2023-10-20,394,98626.08
S027220,D0082,H031,2025-12-21,26,10834.46
S027221,D0046,H092,2025-11-28,964,153044.64
S027222,D0033,H046,2024-06-02,616,28767.2
S027223,D0099,H077,2023-05-05,11,4286.26
S027224,D0104,H091,2024-02-18,279,104809.14
S027225,D0094,H033,2023-11-28,108,32302.8
S027226,D0096,H012,2023-09-11,927,418494.15
S027227,D0052,H080,2023-09-03,561,8706.72
S027228,D0019,H036,2025-06-28,294,86924.04
S027229,D0036,H046,2025-10-09,686,285869.92
S027230,D0069,H074,2024-07-04,670,169268.8
S027231,D0117,H040,2025-02-12,792,66630.96
S027232,D0023,H088,2023-02-11,482,68954.92
S027233,D0001,H008,2025-10-07,399,147817.53
S027234,D0018,H025,2024-12-14,925,323435.5
S027235,D0108,H015,2023-09-21,681,182930.22
S027236,D0046,H094,2025-11-23,717,113830.92
S027237,D0104,H077,2024-09-28,551,206988.66
S027238,D0021,H090,2024-01-20,142,47805.72
S027239,D0066,H047,2024-08-28,304,147789.6
S027240,D0019,H089,2025-07-18,559,165273.94
S027241,D0114,H057,2025-05-11,28,952.28
S027242,D0076,H007,2023-10-22,835,369771.4
S027243,D0089,H072,2023-05-31,411,56824.86
S027244,D0083,H061,2025-01-18,342,9716.22
S027245,D0055,H063,2023-11-16,163,3281.19
S027246,D0008,H023,2025-06-03,22,9208.1
S027247,D0083,H017,2023-10-10,202,5738.82
S027248,D0047,H098,2024-10-08,445,76575.6
S027249,D0109,H031,2024-07-04,979,326839.15
S027250,D0116,H023,2024-12-17,260,4425.2
S027251,D0005,H062,2024-05-20,597,160509.42
S027252,D0065,H054,2024-08-12,631,67005.89
S027253,D0041,H054,2025-07-31,515,104328.7
S027254,D0087,H035,2024-08-02,211,13677.02
S027255,D0103,H025,2023-12-22,37,3596.4
S027256,D0067,H012,2025-08-01,335,53613.4
S027257,D0076,H064,2024-04-21,681,301574.04
S027258,D0035,H086,2025-06-24,842,320583.08
S027259,D0113,H026,2024-06-18,857,93807.22
S027260,D0061,H082,2023-07-31,283,109110.65
S027261,D0048,H073,2025-01-25,944,42215.68
S027262,D0014,H016,2023-08-09,603,95798.61
S027263,D0106,H037,2024-02-03,750,343567.5
S027264,D0080,H077,2024-01-10,659,105617.93
S027265,D0003,H068,2025-09-25,925,231546.0
S027266,D0047,H007,2024-08-29,795,136803.6
S027267,D0087,H049,2023-05-10,173,11213.86
S027268,D0077,H085,2023-03-31,609,259677.6
S027269,D0117,H009,2024-05-09,944,79418.72
S027270,D0086,H056,2024-10-10,374,173678.12
S027271,D0110,H072,2024-11-30,979,310636.7
S027272,D0027,H047,2025-12-31,516,150568.8
S027273,D0031,H047,2023-05-08,22,8119.1
S027274,D0095,H021,2023-01-13,660,45922.8
S027275,D0111,H083,2023-05-10,415,161430.85
S027276,D0089,H052,2025-01-10,286,39542.36
S027277,D0050,H066,2023-09-20,575,129185.25
S027278,D0102,H030,2023-05-15,753,269370.69
S027279,D0100,H073,2024-03-25,207,99179.91
S027280,D0062,H022,2023-05-16,207,53327.34
S027281,D0021,H001,2024-07-14,606,204015.96
S027282,D0021,H048,2023-07-13,197,66322.02
S027283,D0021,H068,2023-05-21,238,80125.08
S027284,D0120,H014,2023-08-01,655,197475.95
S027285,D0016,H037,2025-12-28,793,36018.06
S027286,D0043,H004,2025-12-06,444,4440.0
S027287,D0046,H094,2024-07-27,693,110020.68
S027288,D0088,H090,2024-01-15,814,51420.38
S027289,D0025,H071,2025-10-12,321,3210.0
S027290,D0074,H089,2023-11-16,411,144939.15
S027291,D0067,H047,2024-11-24,543,86901.72
S027292,D0100,H037,2024-05-26,395,189256.35
S027293,D0087,H091,2023-09-03,666,43170.12
S027294,D0119,H006,2025-11-28,91,43518.02
S027295,D0022,H054,2023-12-02,825,308071.5
S027296,D0120,H081,2025-01-25,120,36178.8
S027297,D0081,H060,2023-05-07,450,24223.5
S027298,D0001,H012,2023-02-09,197,72982.59
S027299,D0027,H052,2023-01-14,739,215640.2
S027300,D0063,H096,2023-07-22,173,47033.51
S027301,D0089,H062,2025-06-29,465,64290.9
S027302,D0097,H090,2023-06-06,209,74318.31
S027303,D0060,H048,2025-11-07,190,94922.1
S027304,D0066,H094,2023-06-25,728,353917.2
S027305,D0096,H094,2025-09-07,455,205409.75
S027306,D0034,H084,2025-10-12,231,17038.56
S027307,D0016,H093,2023-08-07,760,34519.2
S027308,D0112,H070,2023-05-08,328,160408.4
S027309,D0080,H016,2025-05-03,25,4006.75
S027310,D0089,H030,2023-10-15,42,5806.92
S027311,D0033,H021,2025-07-22,511,23863.7
S027312,D0120,H085,2024-09-05,11,3316.39
S027313,D0043,H098,2024-06-13,531,5310.0
S027314,D0113,H040,2025-09-14,609,66661.14
S027315,D0107,H052,2023-04-28,292,121600.48
S027316,D0040,H018,2024-03-20,746,118054.5
S027317,D0105,H060,2023-12-10,574,236918.5
S027318,D0050,H060,2024-08-19,997,223995.99
S027319,D0042,H004,2023-05-31,67,20109.38
S027320,D0069,H046,2025-11-26,546,137941.44
S027321,D0080,H022,2025-12-15,229,36701.83
S027322,D0111,H010,2023-04-02,882,343089.18
S027323,D0075,H013,2025-08-11,583,249104.24
S027324,D0082,H057,2025-03-23,22,9167.62
S027325,D0103,H026,2025-01-21,964,93700.8
S027326,D0116,H078,2023-05-28,491,8356.82
S027327,D0015,H081,2025-05-07,326,86517.14
S027328,D0001,H066,2023-03-16,612,226727.64
S027329,D0085,H037,2025-04-16,989,15665.76
S027330,D0002,H063,2023-02-22,317,131304.57
S027331,D0051,H068,2023-04-12,781,52498.82
S027332,D0034,H059,2024-03-21,850,62696.0
S027333,D0044,H018,2025-06-20,431,189734.82
S027334,D0075,H058,2023-02-23,553,236285.84
S027335,D0055,H022,2023-05-27,950,19123.5
S027336,D0033,H072,2025-05-04,777,36285.9
S027337,D0006,H074,2024-11-22,186,73957.32
S027338,D0056,H057,2024-06-11,30,582.3
S027339,D0063,H048,2025-02-20,311,84551.57
S027340,D0063,H067,2025-12-08,216,58723.92
S027341,D0037,H061,2025-08-04,189,4861.08
S027342,D0027,H061,2023-11-21,622,181499.6
S027343,D0045,H018,2024-12-28,275,73667.0
S027344,D0053,H064,2024-05-25,720,220262.4
S027345,D0069,H036,2025-01-14,133,33601.12
S027346,D0004,H081,2024-12-24,967,205603.54
S027347,D0100,H083,2023-02-02,115,55099.95
S027348,D0052,H081,2024-08-14,923,14324.96
S027349,D0002,H071,2025-08-04,806,333853.26
S027350,D0087,H048,2025-04-16,305,19770.1
S027351,D0021,H064,2023-06-03,540,181796.4
S027352,D0033,H008,2023-06-22,442,20641.4
S027353,D0024,H008,2025-12-11,672,241053.12
S027354,D0105,H075,2023-02-26,583,240633.25
S027355,D0098,H090,2025-02-14,901,206283.95
S027356,D0101,H032,2023-03-31,615,230907.9
S027357,D0070,H077,2024-03-11,386,106613.2
S027358,D0012,H065,2023-07-18,357,99831.48
S027359,D0085,H087,2023-04-15,959,15190.56
S027360,D0101,H060,2023-12-09,602,226026.92
S027361,D0069,H100,2025-04-19,561,141731.04
S027362,D0010,H011,2024-11-13,994,342761.02
S027363,D0061,H098,2024-11-07,190,73254.5
S027364,D0007,H002,2024-03-23,471,138478.71
S027365,D0025,H034,2024-11-20,976,9760.0
S027366,D0079,H003,2025-03-28,183,11863.89
S027367,D0100,H067,2023-01-21,74,35455.62
S027368,D0021,H052,2023-02-23,599,201659.34
S027369,D0117,H083,2023-03-04,838,70500.94
S027370,D0095,H046,2025-01-14,443,30823.94
S027371,D0005,H054,2024-12-23,749,201376.14
S027372,D0107,H053,2024-09-20,317,132011.48
S027373,D0077,H005,2023-08-02,802,341972.8
S027374,D0004,H069,2024-11-26,162,34444.44
S027375,D0079,H039,2023-05-15,959,62171.97
S027376,D0041,H011,2024-09-10,260,52670.8
S027377,D0119,H092,2025-05-13,379,181245.38
S027378,D0074,H031,2024-11-17,902,318090.3
S027379,D0003,H043,2025-11-19,389,97374.48
S027380,D0036,H015,2023-05-19,976,406718.72
S027381,D0002,H085,2024-11-13,70,28994.7
S027382,D0005,H003,2024-05-28,257,69097.02
S027383,D0085,H038,2025-01-10,201,3183.84
S027384,D0055,H032,2025-02-08,42,845.46
S027385,D0056,H009,2025-09-07,600,11646.0
S027386,D0021,H068,2024-01-14,283,95274.78
S027387,D0054,H099,2025-12-25,398,127761.98
S027388,D0021,H063,2023-07-13,231,77768.46
S027389,D0110,H080,2023-08-28,675,214177.5
S027390,D0041,H071,2024-06-05,511,103518.38
S027391,D0110,H084,2023-12-13,298,94555.4
S027392,D0049,H016,2025-02-14,836,214960.68
S027393,D0101,H099,2024-11-26,880,330404.8
S027394,D0075,H031,2024-08-09,617,263631.76
S027395,D0076,H058,2024-01-08,328,145251.52
S027396,D0076,H037,2023-10-29,125,55355.0
S027397,D0119,H021,2023-01-17,336,160681.92
S027398,D0066,H015,2025-09-11,624,303357.6
S027399,D0094,H003,2025-11-28,531,158822.1
S027400,D0040,H035,2023-09-23,319,50481.75
S027401,D0027,H054,2025-08-12,276,80536.8
S027402,D0032,H066,2025-03-24,369,80777.79
S027403,D0023,H079,2024-06-07,460,65807.6
S027404,D0059,H091,2023-04-03,38,8171.9
S027405,D0005,H023,2023-06-07,982,264020.52
S027406,D0057,H003,2023-04-02,572,114148.32
S027407,D0079,H080,2024-11-25,344,22301.52
S027408,D0045,H090,2023-05-12,175,46879.0
S027409,D0069,H051,2023-01-25,305,77055.2
S027410,D0042,H005,2023-01-28,209,62729.26
S027411,D0111,H089,2024-12-08,853,331808.47
S027412,D0043,H012,2025-06-25,758,7580.0
S027413,D0044,H059,2023-06-30,46,20250.12
S027414,D0036,H015,2024-01-10,826,344210.72
S027415,D0111,H007,2023-02-20,525,204219.75
S027416,D0089,H035,2023-12-02,280,38712.8
S027417,D0022,H007,2025-11-22,188,70202.96
S027418,D0044,H029,2023-08-07,684,301110.48
S027419,D0052,H013,2023-02-16,970,15054.4
S027420,D0023,H003,2024-03-16,197,28182.82
S027421,D0047,H066,2025-01-11,515,88621.2
S027422,D0085,H055,2023-06-29,223,3532.32
S027423,D0041,H080,2024-03-08,995,201567.1
S027424,D0006,H008,2023-10-13,60,23857.2
S027425,D0026,H097,2024-03-26,389,39012.81
S027426,D0102,H082,2023-07-29,919,328753.87
S027427,D0002,H054,2024-05-23,347,143730.87
S027428,D0086,H055,2024-06-02,965,448126.7
S027429,D0021,H081,2025-09-27,164,55212.24
S027430,D0014,H041,2024-07-17,37,5878.19
S027431,D0010,H011,2024-09-08,754,260001.82
S027432,D0028,H047,2024-02-11,883,382480.28
S027433,D0074,H031,2023-07-01,547,192899.55
S027434,D0082,H030,2023-01-17,461,192103.31
S027435,D0084,H089,2024-08-22,126,31780.98
S027436,D0051,H034,2023-08-09,668,44902.96
S027437,D0072,H073,2025-12-10,555,13897.2
S027438,D0086,H060,2024-01-15,66,30649.08
S027439,D0064,H089,2023-09-24,97,41647.92
S027440,D0094,H040,2023-02-04,434,129809.4
S027441,D0107,H026,2025-02-09,270,112438.8
S027442,D0032,H061,2023-07-13,515,112738.65
S027443,D0059,H047,2025-12-04,16,3440.8
S027444,D0075,H009,2025-12-13,127,54264.56
S027445,D0043,H051,2023-04-25,663,6630.0
S027446,D0067,H001,2024-09-24,863,138114.52
S027447,D0076,H077,2025-11-07,892,395013.28
S027448,D0007,H021,2024-04-05,883,259610.83
S027449,D0054,H028,2023-05-06,702,225349.02
S027450,D0003,H090,2025-09-11,458,114646.56
S027451,D0008,H053,2023-10-11,143,59852.65
S027452,D0110,H088,2024-03-24,760,241148.0
S027453,D0087,H034,2025-03-06,52,3370.64
S027454,D0032,H036,2024-03-01,472,103325.52
S027455,D0021,H040,2024-05-10,253,85174.98
S027456,D0051,H094,2025-04-08,82,5512.04
S027457,D0038,H029,2023-01-24,910,292747.0
S027458,D0093,H009,2024-04-15,65,16891.55
S027459,D0015,H042,2023-08-07,42,11146.38
S027460,D0080,H043,2025-12-11,988,158346.76
S027461,D0087,H074,2025-10-17,514,33317.48
S027462,D0062,H034,2023-10-05,375,96607.5
S027463,D0092,H073,2024-12-23,189,42823.62
S027464,D0032,H019,2023-09-26,943,206432.13
S027465,D0013,H025,2023-07-19,438,140650.56
S027466,D0113,H018,2023-12-02,100,10946.0
S027467,D0026,H015,2023-02-11,325,32594.25
S027468,D0050,H094,2024-07-02,575,129185.25
S027469,D0027,H047,2024-10-15,580,169244.0
S027470,D0075,H076,2025-06-09,699,298668.72
S027471,D0104,H069,2023-10-28,856,321564.96
S027472,D0073,H062,2025-05-07,155,50255.65
S027473,D0095,H095,2023-12-10,917,63804.86
S027474,D0002,H037,2025-11-02,183,75800.43
S027475,D0096,H014,2024-02-04,637,287573.65
S027476,D0020,H086,2025-11-02,568,103483.92
S027477,D0061,H038,2024-01-03,163,62844.65
S027478,D0048,H019,2024-03-05,106,4740.32
S027479,D0027,H095,2025-01-22,191,55733.8
S027480,D0064,H043,2025-10-25,900,386424.0
S027481,D0056,H010,2023-09-05,770,14945.7
S027482,D0120,H064,2023-11-26,241,72659.09
S027483,D0050,H035,2025-01-30,700,157269.0
S027484,D0093,H052,2023-10-24,662,172033.94
S027485,D0108,H067,2024-05-27,495,132966.9
S027486,D0011,H086,2024-04-30,148,56293.28
S027487,D0055,H092,2023-05-09,246,4951.98
S027488,D0077,H067,2025-11-30,100,42640.0
S027489,D0087,H066,2023-07-02,653,42327.46
S027490,D0098,H077,2025-04-08,515,117909.25
S027491,D0027,H084,2024-12-18,695,202801.0
S027492,D0033,H026,2023-06-26,560,26152.0
S027493,D0098,H073,2023-11-21,610,139659.5
S027494,D0009,H085,2023-01-03,858,242385.0
S027495,D0113,H043,2023-03-07,848,92822.08
S027496,D0095,H016,2023-12-31,712,49540.96
S027497,D0051,H088,2024-12-06,603,40533.66
S027498,D0039,H068,2023-06-25,234,83395.26
S027499,D0020,H092,2024-09-29,944,171987.36
S027500,D0080,H048,2024-07-31,910,145845.7
S027501,D0108,H076,2025-07-16,429,115237.98
S027502,D0066,H092,2025-08-31,96,46670.4
S027503,D0031,H088,2023-06-22,408,150572.4
S027504,D0069,H052,2023-07-13,226,57096.64
S027505,D0088,H001,2023-10-20,60,3790.2
S027506,D0064,H006,2024-05-31,801,343917.36
S027507,D0033,H067,2023-08-11,999,46653.3
S027508,D0085,H022,2025-04-17,756,11975.04
S027509,D0097,H094,2025-08-25,425,151125.75
S027510,D0004,H018,2025-10-08,96,20411.52
S027511,D0090,H067,2024-08-02,319,73874.02
S027512,D0075,H050,2024-03-27,40,17091.2
S027513,D0067,H004,2023-04-07,524,83860.96
S027514,D0108,H032,2025-11-01,874,234773.88
S027515,D0056,H031,2023-05-11,738,14324.58
S027516,D0087,H013,2023-07-07,103,6676.46
S027517,D0114,H022,2024-08-26,83,2822.83
S027518,D0098,H022,2024-05-23,232,53116.4
S027519,D0085,H043,2023-10-15,611,9678.24
S027520,D0019,H069,2024-08-26,628,185674.48
S027521,D0028,H092,2024-03-27,325,140777.0
S027522,D0002,H050,2024-02-17,490,202962.9
S027523,D0119,H059,2023-09-01,945,451917.9
S027524,D0003,H014,2023-07-12,921,230544.72
S027525,D0004,H036,2024-01-29,223,47414.26
S027526,D0083,H063,2023-08-25,628,17841.48
S027527,D0076,H093,2024-12-19,412,182450.08
S027528,D0051,H059,2023-02-17,224,15057.28
S027529,D0110,H060,2025-02-21,759,240830.7
S027530,D0025,H050,2025-09-21,737,7370.0
S027531,D0107,H041,2024-12-09,79,32898.76
S027532,D0012,H033,2025-02-05,227,63478.28
S027533,D0023,H048,2025-10-24,136,19456.16
S027534,D0108,H070,2023-03-07,707,189914.34
S027535,D0087,H016,2024-09-11,394,25539.08
S027536,D0088,H027,2025-08-12,942,59506.14
S027537,D0023,H094,2024-01-20,944,135048.64
S027538,D0068,H077,2025-06-16,468,40692.6
S027539,D0071,H010,2024-09-06,867,57984.96
S027540,D0051,H005,2023-06-09,673,45239.06
S027541,D0038,H078,2023-05-02,706,227120.2
S027542,D0091,H088,2024-12-21,281,34228.61
S027543,D0058,H087,2023-03-30,73,34582.29
S027544,D0022,H074,2023-10-21,835,311805.7
S027545,D0107,H004,2025-08-27,157,65381.08
S027546,D0111,H034,2024-12-17,828,322083.72
S027547,D0084,H017,2023-10-06,723,182362.29
S027548,D0060,H100,2023-11-14,824,411662.16
S027549,D0088,H012,2024-11-04,976,61653.92
S027550,D0056,H081,2025-04-06,915,17760.15
S027551,D0018,H014,2023-11-22,388,135668.08
S027552,D0006,H024,2023-04-14,50,19881.0
S027553,D0033,H020,2023-05-19,473,22089.1
S027554,D0120,H020,2024-04-06,930,280385.7
S027555,D0112,H080,2023-07-23,37,18094.85
S027556,D0086,H021,2023-02-05,580,269340.4
S027557,D0007,H052,2024-12-21,515,151415.15
S027558,D0096,H077,2024-07-15,1000,451450.0
S027559,D0078,H008,2023-02-15,233,86785.51
S027560,D0051,H097,2025-09-30,487,32736.14
S027561,D0021,H003,2024-10-16,323,108741.18
S027562,D0082,H063,2024-04-01,249,103760.79
S027563,D0009,H028,2025-02-06,970,274025.0
S027564,D0114,H061,2025-10-29,996,33873.96
S027565,D0046,H028,2024-06-16,127,20162.52
S027566,D0062,H003,2024-01-09,740,190638.8
S027567,D0063,H075,2024-11-08,389,105757.43
S027568,D0103,H064,2024-09-02,326,31687.2
S027569,D0003,H057,2024-08-02,780,195249.6
S027570,D0015,H096,2024-11-08,608,161357.12
S027571,D0005,H058,2024-06-17,701,188470.86
S027572,D0102,H079,2025-01-31,78,27902.94
S027573,D0062,H093,2023-03-02,137,35293.94
S027574,D0100,H050,2023-10-31,290,138947.7
S027575,D0097,H047,2025-04-18,860,305807.4
S027576,D0082,H058,2023-05-09,80,33336.8
S027577,D0075,H095,2024-10-04,491,209794.48
S027578,D0091,H015,2025-01-06,965,117546.65
S027579,D0046,H061,2023-04-29,647,102717.72
S027580,D0053,H042,2023-10-27,117,35792.64
S027581,D0090,H049,2023-06-30,396,91705.68
S027582,D0115,H095,2025-07-08,57,4455.69
S027583,D0118,H053,2024-07-17,641,312231.1
S027584,D0037,H014,2025-01-03,380,9773.6
S027585,D0085,H052,2024-12-19,972,15396.48
S027586,D0102,H027,2024-02-05,231,82635.63
S027587,D0067,H032,2025-05-22,308,49292.32
S027588,D0069,H014,2024-06-25,329,83118.56
S027589,D0071,H022,2025-05-23,79,5283.52
S027590,D0063,H090,2024-08-28,601,163393.87
S027591,D0028,H052,2023-06-23,758,328335.28
S027592,D0050,H090,2023-06-14,813,182656.71
S027593,D0066,H082,2023-10-19,362,175986.3
S027594,D0036,H067,2025-03-30,386,160853.92
S027595,D0080,H067,2024-02-18,480,76929.6
S027596,D0083,H030,2024-12-08,873,24801.93
S027597,D0072,H026,2023-10-23,688,17227.52
S027598,D0021,H017,2023-12-04,327,110087.82
S027599,D0110,H048,2025-07-03,66,20941.8
S027600,D0034,H046,2023-07-09,527,38871.52
S027601,D0024,H003,2025-01-21,31,11120.01
S027602,D0058,H082,2024-03-13,173,81955.29
S027603,D0038,H072,2024-02-28,973,313014.1
S027604,D0058,H035,2024-04-16,239,113221.47
S027605,D0050,H061,2025-03-18,674,151427.58
S027606,D0029,H029,2024-04-22,464,134054.24
S027607,D0065,H064,2025-12-15,482,51183.58
S027608,D0040,H076,2024-09-10,376,59502.0
S027609,D0070,H037,2024-12-26,246,67945.2
S027610,D0072,H074,2024-11-27,801,20057.04
S027611,D0071,H012,2023-12-31,112,7490.56
S027612,D0054,H006,2023-06-09,518,166283.18
S027613,D0119,H099,2024-05-25,477,228110.94
S027614,D0006,H093,2023-02-20,140,55666.8
S027615,D0095,H080,2024-08-28,437,30406.46
S027616,D0017,H092,2024-10-22,23,8104.97
S027617,D0062,H047,2024-07-26,534,137569.08
S027618,D0006,H063,2023-02-11,831,330422.22
S027619,D0062,H004,2024-03-19,736,189608.32
